STATUS,200
MESSAGEID,M181000I
MESSAGE,正常に終了しました。
DATE,2026-03-03T12:35:21.007+09:00
PARAMETER,FORMAT,CSV
PARAMETER,LANG,JP
PARAMETER,DB,PR01
PARAMETER,STARTDATE,
PARAMETER,ENDDATE,
PARAMETER,STARTPOSITION,
NEXTPOSITION,
SERIES_CODE,NAME_OF_TIME_SERIES_J,UNIT_J,FREQUENCY,CATEGORY_J,LAST_UPDATE,SURVEY_DATES,VALUES
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196711,52
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196712,52
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196801,51.9
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196802,52
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196803,52
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196804,51.7
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196805,51.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196806,51.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196807,51.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196808,51.8
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196809,52
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196810,52.2
PRCG20_2200000000,[国内企業物価指数] 総平均,2020年=100,MONTHLY,企業物価指数 2020年基準/国内企業物価指数,20260212,196811,52.2
